id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
1163,b12,0.87,b12,0.92,b12,0.92,b12,c= o-f>0.63
1164,b16,0.99,b16,0.82,b16,0.99,b16,c= o-f>0.63
1165,b16,0.97,b16,0.94,b16,0.97,b16,c= o-f>0.63
1166,b13,0.97,b13,0.9,b13,0.97,b13,c= o-f>0.63
1167,andy,0.82,andy,0.9,andy,0.9,andy,c= o-f>0.63
1168,b17,0.97,b17,0.99,b17,0.99,b17,c= o-f>0.63
1169,b16,0.97,b16,0.95,b16,0.97,b16,c= o-f>0.63
1170,b11,0.97,b11,0.95,b11,0.97,b11,c= o-f>0.63
1171,b11,0.97,b11,0.99,b11,0.99,b11,c= o-f>0.63
1172,b16,0.95,b16,0.93,b16,0.95,b16,c= o-f>0.63
1173,b11,0.98,b17,0.56,b11,0.98,b11,c = f>o
1174,b16,0.97,b16,0.97,b16,0.97,b16,c= o-f>0.63
1175,b12,0.98,b17,0.7,b12,0.98,b12,c not= o-f>0.63
1176,andy,0.28,andy,0.54,andy,0.54,andy,o-f<0.63
1177,b12,0.97,b12,0.87,b12,0.97,b12,c= o-f>0.63
1178,b13,0.93,b13,0.99,b13,0.99,b13,c= o-f>0.63
1179,b12,0.96,b12,0.91,b12,0.96,b12,c= o-f>0.63
1180,b13,0.98,b13,0.96,b13,0.98,b13,c= o-f>0.63
1181,b16,0.97,b16,0.98,b16,0.98,b16,c= o-f>0.63
1182,trump,0.95,trump,0.76,trump,0.95,trump,c= o-f>0.63
1183,b11,0.99,b11,0.98,b11,0.99,b11,c= o-f>0.63
1184,b16,0.97,b16,0.96,b16,0.97,b16,c= o-f>0.63
1185,b17,0.51,b17,0.78,b17,0.78,b17,c = f<o
1186,trump,0.96,trump,0.3,trump,0.96,trump,c = f>o
1187,lan,0.79,lan,0.96,lan,0.96,lan,c= o-f>0.63
1188,b17,0.41,b17,0.67,b17,0.67,b15,c = f<o
1189,b15,0.98,b15,0.75,b15,0.98,b15,c= o-f>0.63
1190,b12,0.95,b12,0.96,b12,0.96,b12,c= o-f>0.63
1191,b11,0.97,b11,0.94,b11,0.97,b11,c= o-f>0.63
1192,trump,0.93,trump,0.98,trump,0.98,trump,c= o-f>0.63
1193,b17,0.92,b17,0.87,b17,0.92,b17,c= o-f>0.63
1194,zj,0.98,zj,0.97,zj,0.98,zj,c= o-f>0.63
1195,b17,0.9,b17,0.93,b17,0.93,b17,c= o-f>0.63
1196,b17,0.94,b13,0.4,b17,0.94,b17,c = f>o
1197,b11,0.98,b11,0.99,b11,0.99,b11,c= o-f>0.63
1198,lan,0.89,lan,0.66,lan,0.89,lan,c= o-f>0.63
1199,trump,0.8,trump,0.89,trump,0.89,trump,c= o-f>0.63
1200,b11,0.98,b11,0.99,b11,0.99,b11,c= o-f>0.63
1201,lan,0.6,lan,0.54,lan,0.6,lan,o-f<0.63
1202,b11,0.97,b11,0.99,b11,0.99,b11,c= o-f>0.63
1203,b16,0.97,b16,0.94,b16,0.97,b16,c= o-f>0.63
1204,b11,0.97,b11,0.99,b11,0.99,b11,c= o-f>0.63
1205,andy,0.93,andy,0.89,andy,0.93,andy,c= o-f>0.63
1206,andy,0.9,andy,0.84,andy,0.9,andy,c= o-f>0.63
1207,b11,0.95,b11,0.99,b11,0.99,b11,c= o-f>0.63
1208,b13,0.98,b13,0.95,b13,0.98,b13,c= o-f>0.63
1209,lan,0.94,lan,0.93,lan,0.94,lan,c= o-f>0.63
1210,b15,0.97,b15,0.89,b15,0.97,b15,c= o-f>0.63
1211,b17,0.73,b13,0.71,b17,0.73,b15,c not= o-f>0.63
1212,trump,0.65,trump,0.98,trump,0.98,trump,c= o-f>0.63
1213,b12,0.89,b12,0.86,b12,0.89,b12,c= o-f>0.63
1214,b17,0.99,b17,0.94,b17,0.99,b17,c= o-f>0.63
1215,b11,0.98,b11,0.98,b11,0.98,b11,c= o-f>0.63
1216,b16,0.97,b16,0.78,b16,0.97,b16,c= o-f>0.63
1217,zj,0.99,zj,0.97,zj,0.99,zj,c= o-f>0.63
1218,b11,0.98,b11,0.98,b11,0.98,b11,c= o-f>0.63
1219,b15,0.28,b17,0.36,b17,0.36,trump,o-f<0.63
1220,b17,0.88,b17,0.86,b17,0.88,b17,c= o-f>0.63
1221,b17,0.8,b17,0.97,b17,0.97,b17,c= o-f>0.63
1222,b11,0.98,b11,0.74,b11,0.98,b11,c= o-f>0.63
1223,b13,0.98,b13,0.97,b13,0.98,b13,c= o-f>0.63
1224,b17,0.96,b17,0.97,b17,0.97,b17,c= o-f>0.63
1225,b17,0.95,b17,0.96,b17,0.96,b17,c= o-f>0.63
1226,trump,1.0,trump,0.98,trump,1.0,trump,c= o-f>0.63
1227,b12,0.69,b17,0.84,b17,0.84,b12,c not= o-f>0.63
1228,b12,0.76,b12,0.89,b12,0.89,b12,c= o-f>0.63
1229,b15,0.91,b15,0.71,b15,0.91,b15,c= o-f>0.63
1230,zj,0.94,zj,0.88,zj,0.94,zj,c= o-f>0.63
1231,b15,0.98,b15,0.97,b15,0.98,b15,c= o-f>0.63
1232,b15,0.94,b15,0.97,b15,0.97,b15,c= o-f>0.63
1233,zj,0.99,zj,0.98,zj,0.99,zj,c= o-f>0.63
1234,b15,0.75,b17,0.59,b15,0.75,b15,c = f>o
1235,b16,0.95,b16,0.94,b16,0.95,b16,c= o-f>0.63
1236,b13,0.98,b13,0.95,b13,0.98,b13,c= o-f>0.63
1237,lan,0.86,lan,0.96,lan,0.96,lan,c= o-f>0.63
1238,andy,0.91,zj,0.29,andy,0.91,andy,c = f>o
1239,trump,0.98,trump,0.91,trump,0.98,trump,c= o-f>0.63
1240,lan,0.9,lan,0.58,lan,0.9,lan,c = f>o
1241,lan,0.88,lan,0.69,lan,0.88,lan,c= o-f>0.63
1242,b12,0.83,b17,0.46,b12,0.83,b12,c = f>o
1243,b11,0.92,b11,0.82,b11,0.92,b11,c= o-f>0.63
1244,zj,0.97,zj,0.98,zj,0.98,zj,c= o-f>0.63
1245,b15,0.9,b11,0.61,b15,0.9,b15,c = f>o
1246,b11,0.96,b11,0.97,b11,0.97,b11,c= o-f>0.63
1247,b12,0.94,b12,0.97,b12,0.97,b12,c= o-f>0.63
1248,trump,0.88,trump,0.98,trump,0.98,trump,c= o-f>0.63
1249,trump,0.96,trump,0.96,trump,0.96,trump,c= o-f>0.63
1250,b15,0.93,b17,0.74,b15,0.93,b15,c not= o-f>0.63
1251,b13,0.41,lan,0.92,lan,0.92,lan,c = f<o
1252,b15,0.97,b15,0.98,b15,0.98,b15,c= o-f>0.63
1253,b11,0.97,b11,0.99,b11,0.99,b11,c= o-f>0.63
1254,zj,0.94,zj,0.92,zj,0.94,zj,c= o-f>0.63
1255,b17,0.99,lan,0.72,b17,0.99,b17,c not= o-f>0.63
1256,b17,0.95,b17,0.92,b17,0.95,b17,c= o-f>0.63
1257,b13,0.87,zj,0.41,b13,0.87,b13,c = f>o
1258,b12,0.96,b12,0.54,b12,0.96,b12,c = f>o
1259,b11,0.96,b11,0.84,b11,0.96,b11,c= o-f>0.63
1260,lan,0.91,lan,0.94,lan,0.94,lan,c= o-f>0.63
1261,andy,0.89,andy,0.87,andy,0.89,andy,c= o-f>0.63
1262,b15,0.98,b15,0.82,b15,0.98,b15,c= o-f>0.63
1263,b12,0.97,b12,0.95,b12,0.97,b12,c= o-f>0.63
1264,b17,0.92,b17,0.98,b17,0.98,b17,c= o-f>0.63
1265,zj,0.85,zj,0.85,zj,0.85,zj,c= o-f>0.63
1266,b13,0.98,b13,0.96,b13,0.98,b13,c= o-f>0.63
1267,andy,0.84,andy,0.51,andy,0.84,andy,c = f>o
1268,b13,0.98,b13,0.98,b13,0.98,b13,c= o-f>0.63
1269,b15,0.98,b15,0.97,b15,0.98,b15,c= o-f>0.63
1270,trump,0.55,trump,0.95,trump,0.95,trump,c = f<o
1271,b12,0.88,b12,0.88,b12,0.88,b12,c= o-f>0.63
1272,b12,0.93,b12,0.95,b12,0.95,b12,c= o-f>0.63
1273,b11,0.96,b11,0.89,b11,0.96,b11,c= o-f>0.63
1274,lan,0.88,lan,0.96,lan,0.96,lan,c= o-f>0.63
1275,b13,0.99,b13,0.96,b13,0.99,b13,c= o-f>0.63
1276,zj,0.97,zj,0.99,zj,0.99,zj,c= o-f>0.63
1277,b13,0.98,b13,0.98,b13,0.98,b13,c= o-f>0.63
1278,b11,0.89,b11,0.57,b11,0.89,b11,c = f>o
1279,b15,0.51,trump,0.6,trump,0.6,b15,o-f<0.63
1280,b12,0.95,b12,0.93,b12,0.95,b12,c= o-f>0.63
1281,b15,0.91,b15,0.42,b15,0.91,b15,c = f>o
1282,b12,0.95,b12,0.96,b12,0.96,b12,c= o-f>0.63
1283,b17,0.97,b17,0.99,b17,0.99,b17,c= o-f>0.63
1284,b17,0.98,b17,0.99,b17,0.99,b17,c= o-f>0.63
1285,b17,0.62,b17,0.61,b17,0.62,b12,o-f<0.63
1286,b16,0.67,b16,0.48,b16,0.67,b16,c = f>o
1287,b16,0.94,b16,0.94,b16,0.94,b16,c= o-f>0.63
1288,zj,0.73,b17,0.54,zj,0.73,zj,c = f>o
1289,b16,0.88,b16,0.7,b16,0.88,b16,c= o-f>0.63
1290,b16,0.96,b16,0.93,b16,0.96,b16,c= o-f>0.63
1291,b15,0.45,b13,0.49,b13,0.49,b15,o-f<0.63
1292,b16,0.94,b17,0.71,b16,0.94,b16,c not= o-f>0.63
1293,b13,0.27,b13,0.26,b13,0.27,andy,o-f<0.63
1294,b15,0.96,b15,0.79,b15,0.96,b15,c= o-f>0.63
1295,trump,0.98,trump,0.97,trump,0.98,trump,c= o-f>0.63
1296,andy,0.92,andy,0.94,andy,0.94,andy,c= o-f>0.63
1297,b12,0.96,b12,0.96,b12,0.96,b12,c= o-f>0.63
1298,b11,0.92,b17,0.51,b11,0.92,b11,c = f>o
1299,b11,0.97,b11,0.97,b11,0.97,b11,c= o-f>0.63
1300,b17,0.95,b17,0.98,b17,0.98,b17,c= o-f>0.63
1301,b12,0.97,b12,0.95,b12,0.97,b12,c= o-f>0.63
1302,b11,0.99,b11,0.66,b11,0.99,b11,c= o-f>0.63
1303,zj,0.99,zj,0.96,zj,0.99,zj,c= o-f>0.63
1304,b11,0.93,b11,0.96,b11,0.96,b11,c= o-f>0.63
1305,b12,0.44,b12,0.67,b12,0.67,b12,c = f<o
1306,b12,0.9,b12,0.81,b12,0.9,b12,c= o-f>0.63
1307,b12,0.96,b12,0.95,b12,0.96,b12,c= o-f>0.63
1308,andy,0.91,andy,0.75,andy,0.91,andy,c= o-f>0.63
1309,trump,0.93,trump,0.94,trump,0.94,trump,c= o-f>0.63
1310,trump,0.97,trump,0.98,trump,0.98,trump,c= o-f>0.63
1311,andy,0.88,andy,0.91,andy,0.91,andy,c= o-f>0.63
1312,b15,0.95,b15,0.91,b15,0.95,b15,c= o-f>0.63
1313,b13,0.56,lan,0.79,lan,0.79,lan,c = f<o
1314,b16,0.93,b16,0.94,b16,0.94,b16,c= o-f>0.63
1315,b16,0.96,b16,0.89,b16,0.96,b16,c= o-f>0.63
1316,b17,0.91,b17,0.98,b17,0.98,b17,c= o-f>0.63
1317,lan,0.96,lan,0.91,lan,0.96,lan,c= o-f>0.63
1318,b17,0.87,b12,0.67,b17,0.87,b17,c not= o-f>0.63
1319,lan,0.98,lan,0.87,lan,0.98,lan,c= o-f>0.63
1320,b15,0.93,b15,0.85,b15,0.93,b15,c= o-f>0.63
1321,b11,0.96,b11,0.97,b11,0.97,b11,c= o-f>0.63
1322,trump,0.98,trump,0.99,trump,0.99,trump,c= o-f>0.63
1323,b15,0.95,b15,0.94,b15,0.95,b15,c= o-f>0.63
1324,b12,0.97,b12,0.94,b12,0.97,b12,c= o-f>0.63
1325,zj,0.99,zj,0.96,zj,0.99,zj,c= o-f>0.63
1326,lan,0.97,lan,0.91,lan,0.97,lan,c= o-f>0.63
1327,b11,0.97,b11,0.9,b11,0.97,b11,c= o-f>0.63
1328,b16,0.84,b11,0.47,b16,0.84,b16,c = f>o
1329,zj,0.95,zj,0.87,zj,0.95,zj,c= o-f>0.63
1330,zj,0.98,zj,0.87,zj,0.98,zj,c= o-f>0.63
1331,b16,0.97,b16,0.95,b16,0.97,b16,c= o-f>0.63
1332,b11,0.96,b11,0.41,b11,0.96,b11,c = f>o
1333,zj,0.99,zj,0.92,zj,0.99,zj,c= o-f>0.63
1334,zj,0.99,zj,0.97,zj,0.99,zj,c= o-f>0.63
1335,b13,0.98,b13,0.97,b13,0.98,b13,c= o-f>0.63
1336,b17,0.91,b17,0.92,b17,0.92,b17,c= o-f>0.63
1337,trump,0.99,trump,0.99,trump,0.99,trump,c= o-f>0.63
1338,trump,0.98,trump,0.98,trump,0.98,trump,c= o-f>0.63
1339,lan,0.83,lan,0.43,lan,0.83,lan,c = f>o
1340,b12,0.81,b17,0.64,b12,0.81,b12,c not= o-f>0.63
1341,b17,0.89,b17,0.99,b17,0.99,b17,c= o-f>0.63
1342,b16,0.92,b16,0.96,b16,0.96,b16,c= o-f>0.63
1343,b13,0.86,b17,0.57,b13,0.86,b13,c = f>o
1344,b12,0.95,b12,0.95,b12,0.95,b12,c= o-f>0.63
1345,b17,0.97,b17,0.97,b17,0.97,b17,c= o-f>0.63
1346,andy,0.8,b17,0.74,andy,0.8,andy,c not= o-f>0.63
1347,lan,0.95,lan,0.96,lan,0.96,lan,c= o-f>0.63
1348,b11,0.97,b11,0.99,b11,0.99,b11,c= o-f>0.63
1349,lan,0.75,lan,0.87,lan,0.87,lan,c= o-f>0.63
1350,lan,0.42,lan,0.33,lan,0.42,lan,o-f<0.63
1351,b13,0.97,b13,0.79,b13,0.97,b13,c= o-f>0.63
1352,trump,0.96,trump,0.89,trump,0.96,trump,c= o-f>0.63
1353,andy,0.91,andy,0.78,andy,0.91,andy,c= o-f>0.63
1354,b12,0.98,b12,0.97,b12,0.98,b12,c= o-f>0.63
1355,b13,0.96,b13,0.94,b13,0.96,b13,c= o-f>0.63
1356,lan,0.75,lan,0.87,lan,0.87,lan,c= o-f>0.63
1357,b11,0.92,b11,0.86,b11,0.92,b11,c= o-f>0.63
1358,b13,0.99,b13,0.95,b13,0.99,b13,c= o-f>0.63
1359,b17,0.98,b17,0.96,b17,0.98,b17,c= o-f>0.63
1360,b16,0.98,b16,0.98,b16,0.98,b16,c= o-f>0.63
1361,trump,0.92,trump,0.96,trump,0.96,trump,c= o-f>0.63
1362,b16,0.96,b16,0.73,b16,0.96,b16,c= o-f>0.63
1363,b17,0.86,b17,0.66,b17,0.86,b15,c= o-f>0.63
1364,lan,0.95,lan,0.98,lan,0.98,lan,c= o-f>0.63
1365,b16,0.58,trump,0.37,b16,0.58,lan,o-f<0.63
1366,zj,0.86,zj,0.98,zj,0.98,zj,c= o-f>0.63
1367,b12,0.87,b12,0.94,b12,0.94,b12,c= o-f>0.63
1368,b15,0.97,b17,0.5,b15,0.97,b15,c = f>o
1369,lan,0.98,lan,0.98,lan,0.98,lan,c= o-f>0.63
1370,b11,0.87,b11,0.9,b11,0.9,b11,c= o-f>0.63
1371,trump,0.97,trump,0.96,trump,0.97,trump,c= o-f>0.63
1372,trump,0.95,trump,0.86,trump,0.95,trump,c= o-f>0.63
1373,b15,0.83,b11,0.63,b15,0.83,b15,c not= o-f>0.63
1374,b16,0.75,b17,0.59,b16,0.75,b16,c = f>o
1375,b15,0.97,b15,0.96,b15,0.97,b15,c= o-f>0.63
1376,b16,0.95,b16,0.98,b16,0.98,b16,c= o-f>0.63
1377,lan,0.94,lan,0.8,lan,0.94,lan,c= o-f>0.63
1378,b13,0.9,andy,0.44,b13,0.9,b13,c = f>o
1379,b17,0.88,b17,0.99,b17,0.99,b17,c= o-f>0.63
1380,b13,0.99,b13,0.48,b13,0.99,b13,c = f>o
1381,lan,0.92,lan,0.99,lan,0.99,lan,c= o-f>0.63
1382,zj,0.98,zj,0.99,zj,0.99,zj,c= o-f>0.63
1383,trump,0.95,trump,0.78,trump,0.95,trump,c= o-f>0.63
1384,lan,0.65,lan,0.71,lan,0.71,lan,c= o-f>0.63
1385,b12,0.9,b12,0.96,b12,0.96,b12,c= o-f>0.63
1386,b17,0.99,b17,0.96,b17,0.99,b17,c= o-f>0.63
1387,trump,0.91,trump,0.98,trump,0.98,trump,c= o-f>0.63
1388,b17,0.85,b17,0.95,b17,0.95,b17,c= o-f>0.63
1389,b11,0.98,b11,0.92,b11,0.98,b11,c= o-f>0.63
1390,b15,0.96,b15,0.96,b15,0.96,b15,c= o-f>0.63
1391,b17,0.97,b17,0.99,b17,0.99,b17,c= o-f>0.63
1392,b15,0.96,b15,0.96,b15,0.96,b15,c= o-f>0.63
1393,b12,0.98,b12,0.96,b12,0.98,b12,c= o-f>0.63
1394,lan,0.98,lan,0.82,lan,0.98,lan,c= o-f>0.63
1395,b13,0.28,lan,0.37,lan,0.37,andy,o-f<0.63
1396,zj,0.98,zj,0.85,zj,0.98,zj,c= o-f>0.63
1397,b12,0.93,b17,0.55,b12,0.93,b12,c = f>o
1398,b12,0.96,b12,0.95,b12,0.96,b12,c= o-f>0.63
1399,b12,0.95,b12,0.95,b12,0.95,b12,c= o-f>0.63
1400,b17,0.96,b17,0.86,b17,0.96,b17,c= o-f>0.63
1401,zj,0.99,zj,0.76,zj,0.99,zj,c= o-f>0.63
1402,trump,0.99,trump,0.99,trump,0.99,trump,c= o-f>0.63
1403,b11,0.87,b11,0.97,b11,0.97,b11,c= o-f>0.63
1404,b15,0.86,b15,0.96,b15,0.96,b15,c= o-f>0.63
1405,b17,0.99,b17,0.92,b17,0.99,b17,c= o-f>0.63
1406,andy,0.85,andy,0.77,andy,0.85,andy,c= o-f>0.63
1407,b12,0.96,b12,0.72,b12,0.96,b12,c= o-f>0.63
1408,b11,0.84,b11,0.89,b11,0.89,b11,c= o-f>0.63
1409,b17,0.99,b17,0.62,b17,0.99,b17,c = f>o
1410,lan,0.76,lan,0.5,lan,0.76,lan,c = f>o
1411,zj,0.93,zj,0.83,zj,0.93,zj,c= o-f>0.63
1412,b12,0.98,b12,0.98,b12,0.98,b12,c= o-f>0.63
1413,b15,0.69,b17,0.57,b15,0.69,b15,c = f>o
1414,trump,0.89,trump,0.91,trump,0.91,trump,c= o-f>0.63
1415,trump,0.91,trump,0.97,trump,0.97,trump,c= o-f>0.63
1416,b13,0.72,zj,0.49,b13,0.72,b13,c = f>o
1417,b17,0.99,b17,0.77,b17,0.99,b17,c= o-f>0.63
1418,b16,0.98,b16,0.94,b16,0.98,b16,c= o-f>0.63
1419,b15,0.9,b11,0.54,b15,0.9,b15,c = f>o
1420,b12,0.62,b12,0.49,b12,0.62,b12,o-f<0.63
1421,zj,0.98,zj,0.87,zj,0.98,zj,c= o-f>0.63
1422,b17,0.96,b17,0.93,b17,0.96,b17,c= o-f>0.63
1423,b15,0.95,b15,0.83,b15,0.95,b15,c= o-f>0.63
1424,b13,0.91,b13,0.7,b13,0.91,b13,c= o-f>0.63
1425,b12,0.96,b17,0.83,b12,0.96,b12,c not= o-f>0.63
1426,b12,0.98,b12,0.98,b12,0.98,b12,c= o-f>0.63
1427,b12,0.94,b12,0.97,b12,0.97,b12,c= o-f>0.63
1428,trump,0.71,trump,0.69,trump,0.71,trump,c= o-f>0.63
1429,zj,0.99,zj,0.95,zj,0.99,zj,c= o-f>0.63
1430,b13,0.98,b13,0.98,b13,0.98,b13,c= o-f>0.63
1431,b12,0.93,b12,0.81,b12,0.93,b12,c= o-f>0.63
1432,b13,0.96,b13,0.96,b13,0.96,b13,c= o-f>0.63
1433,b12,0.93,b12,0.97,b12,0.97,b12,c= o-f>0.63
1434,b17,0.99,b17,0.68,b17,0.99,b17,c= o-f>0.63
1435,lan,0.96,lan,0.8,lan,0.96,lan,c= o-f>0.63
1436,andy,0.92,andy,0.74,andy,0.92,andy,c= o-f>0.63
1437,b13,0.98,b13,0.97,b13,0.98,b13,c= o-f>0.63
1438,trump,0.98,trump,0.99,trump,0.99,trump,c= o-f>0.63
1439,zj,0.28,b17,0.71,b17,0.71,b11,c = f<o
1440,b11,0.98,b11,0.98,b11,0.98,b11,c= o-f>0.63
1441,b16,0.89,b16,0.89,b16,0.89,b16,c= o-f>0.63
1442,b11,0.98,b11,0.99,b11,0.99,b11,c= o-f>0.63
1443,trump,0.68,trump,0.97,trump,0.97,trump,c= o-f>0.63
1444,b16,0.97,b16,0.97,b16,0.97,b16,c= o-f>0.63
1445,b15,0.95,b15,0.94,b15,0.95,b15,c= o-f>0.63
1446,b13,0.99,b13,0.89,b13,0.99,b13,c= o-f>0.63
1447,trump,0.97,trump,0.97,trump,0.97,trump,c= o-f>0.63
1448,b15,0.97,b16,0.41,b15,0.97,b15,c = f>o
1449,b13,0.64,lan,0.81,lan,0.81,lan,c not= o-f>0.63
1450,trump,0.96,trump,0.98,trump,0.98,trump,c= o-f>0.63
1451,b16,0.98,b16,0.26,b16,0.98,b16,c = f>o
1452,b16,0.94,b16,0.98,b16,0.98,b16,c= o-f>0.63
1453,b11,0.98,b11,0.96,b11,0.98,b11,c= o-f>0.63
