id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
1213,b12,0.21,b12,0.24,b12,0.24,b12,o-f<0.63
1214,b17,0.29,b17,0.53,b17,0.53,b17,c = f<o
1215,b11,0.38,b11,0.26,b11,0.26,b11,c = f>o
1216,b16,0.44,b16,0.2,b16,0.2,b16,c = f>o
1217,zj,0.31,zj,0.37,zj,0.37,zj,c= o-f>0.63
1218,b11,0.41,b11,0.35,b11,0.35,b11,c= o-f>0.63
1219,b16,0.17,b16,0.21,b16,0.21,trump,o-f<0.63
1220,b16,0.2,b17,0.39,b17,0.39,b17,c = f<o
1221,b17,0.18,b17,0.32,b17,0.32,b17,c = f<o
1222,b11,0.37,b16,0.23,b16,0.23,b11,c = f>o
1223,b13,0.4,b13,0.46,b13,0.46,b13,c= o-f>0.63
1224,andy,0.15,b17,0.32,b17,0.32,b17,c = f<o
1225,b17,0.34,b17,0.55,b17,0.55,b17,c= o-f>0.63
1226,trump,0.4,trump,0.45,trump,0.45,trump,c= o-f>0.63
1227,b12,0.25,b17,0.3,b17,0.3,b12,c = f<o
1228,b16,0.26,b12,0.25,b12,0.25,b12,o-f<0.63
1229,b15,0.23,b15,0.25,b15,0.25,b15,o-f<0.63
1230,zj,0.41,zj,0.33,zj,0.33,zj,c= o-f>0.63
1231,b15,0.41,b15,0.4,b15,0.4,b15,c= o-f>0.63
1232,b15,0.28,b15,0.4,b15,0.4,b15,c = f<o
1233,zj,0.52,zj,0.46,zj,0.46,zj,c= o-f>0.63
1234,b15,0.2,b16,0.19,b16,0.19,b15,o-f<0.63
1235,b16,0.4,b16,0.31,b16,0.31,b16,c= o-f>0.63
1236,b13,0.38,b13,0.48,b13,0.48,b13,c= o-f>0.63
1237,lan,0.25,lan,0.49,lan,0.49,lan,c = f<o
1238,andy,0.35,b15,0.24,b15,0.24,andy,c = f>o
1239,trump,0.37,trump,0.3,trump,0.3,trump,c= o-f>0.63
1240,lan,0.28,lan,0.38,lan,0.38,lan,c = f<o
1241,lan,0.26,b17,0.24,b17,0.24,lan,o-f<0.63
1242,b12,0.21,b17,0.18,b17,0.18,b12,o-f<0.63
1243,b11,0.36,b17,0.34,b17,0.34,b11,c not= o-f>0.63
1244,zj,0.44,zj,0.37,zj,0.37,zj,c= o-f>0.63
1245,b15,0.24,b17,0.19,b17,0.19,b15,o-f<0.63
1246,b11,0.3,b11,0.31,b11,0.31,b11,c= o-f>0.63
1247,b12,0.33,b12,0.32,b12,0.32,b12,c= o-f>0.63
1248,trump,0.28,trump,0.45,trump,0.45,trump,c = f<o
1249,trump,0.32,trump,0.37,trump,0.37,trump,c= o-f>0.63
1250,b15,0.18,b16,0.26,b16,0.26,b15,o-f<0.63
1251,lan,0.17,lan,0.4,lan,0.4,lan,c = f<o
1252,b15,0.3,b15,0.39,b15,0.39,b15,c= o-f>0.63
1253,b11,0.42,b11,0.39,b11,0.39,b11,c= o-f>0.63
1254,zj,0.3,zj,0.34,zj,0.34,zj,c= o-f>0.63
1255,b17,0.26,lan,0.33,lan,0.33,b17,c = f<o
1256,b17,0.22,b17,0.27,b17,0.27,b17,o-f<0.63
1257,b13,0.28,zj,0.21,zj,0.21,b13,o-f<0.63
1258,b12,0.27,b17,0.19,b17,0.19,b12,o-f<0.63
1259,b11,0.34,b11,0.26,b11,0.26,b11,c = f>o
1260,lan,0.29,lan,0.55,lan,0.55,lan,c = f<o
1261,andy,0.42,andy,0.46,andy,0.46,andy,c= o-f>0.63
1262,b15,0.33,b15,0.2,b15,0.2,b15,c = f>o
1263,b12,0.33,b12,0.29,b12,0.29,b12,c = f>o
1264,b17,0.18,b17,0.38,b17,0.38,b17,c = f<o
1265,andy,0.23,zj,0.21,zj,0.21,zj,o-f<0.63
1266,b13,0.37,b13,0.4,b13,0.4,b13,c= o-f>0.63
1267,andy,0.37,zj,0.25,zj,0.25,andy,c = f>o
1268,b13,0.4,b13,0.47,b13,0.47,b13,c= o-f>0.63
1269,b15,0.33,b15,0.37,b15,0.37,b15,c= o-f>0.63
1270,andy,0.17,trump,0.33,trump,0.33,trump,c = f<o
1271,b12,0.22,b12,0.22,b12,0.22,b12,o-f<0.63
1272,b12,0.24,b12,0.37,b12,0.37,b12,c = f<o
1273,b11,0.31,b17,0.28,b17,0.28,b11,c = f>o
1274,andy,0.23,lan,0.51,lan,0.51,lan,c = f<o
1275,b13,0.37,b13,0.28,b13,0.28,b13,c = f>o
1276,zj,0.42,zj,0.46,zj,0.46,zj,c= o-f>0.63
1277,b13,0.32,b13,0.45,b13,0.45,b13,c= o-f>0.63
1278,b11,0.32,b16,0.21,b16,0.21,b11,c = f>o
1279,b16,0.16,trump,0.21,trump,0.21,b15,o-f<0.63
1280,b12,0.33,b12,0.35,b12,0.35,b12,c= o-f>0.63
1281,b15,0.22,b16,0.24,b16,0.24,b15,o-f<0.63
1282,b12,0.27,b12,0.34,b12,0.34,b12,c = f<o
1283,b17,0.28,b17,0.5,b17,0.5,b17,c = f<o
1284,b17,0.22,b17,0.34,b17,0.34,b17,c = f<o
1285,b16,0.2,b15,0.26,b15,0.26,b12,o-f<0.63
1286,b16,0.29,b16,0.29,b16,0.29,b16,o-f<0.63
1287,b16,0.48,b16,0.3,b16,0.3,b16,c= o-f>0.63
1288,andy,0.2,b12,0.15,b12,0.15,zj,o-f<0.63
1289,b16,0.34,b16,0.18,b16,0.18,b16,c = f>o
1290,b16,0.54,b16,0.47,b16,0.47,b16,c= o-f>0.63
1291,andy,0.2,zj,0.19,zj,0.19,b15,o-f<0.63
1292,b16,0.49,b17,0.25,b17,0.25,b16,c = f>o
1293,andy,0.22,b15,0.22,b15,0.22,andy,o-f<0.63
1294,b15,0.35,b15,0.32,b15,0.32,b15,c= o-f>0.63
1295,trump,0.38,trump,0.42,trump,0.42,trump,c= o-f>0.63
1296,andy,0.42,andy,0.59,andy,0.59,andy,c= o-f>0.63
1297,b12,0.38,b12,0.4,b12,0.4,b12,c= o-f>0.63
1298,b11,0.29,b17,0.29,b17,0.29,b11,o-f<0.63
1299,b11,0.36,b11,0.31,b11,0.31,b11,c= o-f>0.63
1300,b17,0.28,b17,0.54,b17,0.54,b17,c = f<o
1301,b12,0.26,b12,0.34,b12,0.34,b12,c = f<o
1302,b11,0.4,b16,0.24,b16,0.24,b11,c = f>o
1303,zj,0.4,zj,0.32,zj,0.32,zj,c= o-f>0.63
1304,b11,0.26,b11,0.29,b11,0.29,b11,o-f<0.63
1305,b16,0.26,b12,0.19,b12,0.19,b12,o-f<0.63
1306,b12,0.17,b12,0.2,b12,0.2,b12,o-f<0.63
1307,b12,0.33,b12,0.39,b12,0.39,b12,c= o-f>0.63
1308,andy,0.4,andy,0.43,andy,0.43,andy,c= o-f>0.63
1309,trump,0.28,trump,0.31,trump,0.31,trump,c = f<o
1310,trump,0.35,trump,0.41,trump,0.41,trump,c= o-f>0.63
1311,andy,0.39,andy,0.62,andy,0.62,andy,c= o-f>0.63
1312,b15,0.32,b15,0.33,b15,0.33,b15,c= o-f>0.63
1313,andy,0.21,lan,0.35,lan,0.35,lan,c = f<o
1314,b16,0.38,b16,0.32,b16,0.32,b16,c= o-f>0.63
1315,b16,0.49,b16,0.3,b16,0.3,b16,c= o-f>0.63
1316,b17,0.3,b17,0.56,b17,0.56,b17,c= o-f>0.63
1317,lan,0.34,lan,0.38,lan,0.38,lan,c= o-f>0.63
1318,b16,0.13,b12,0.2,b12,0.2,b17,o-f<0.63
1319,lan,0.37,lan,0.3,lan,0.3,lan,c= o-f>0.63
1320,b15,0.27,b17,0.18,b17,0.18,b15,o-f<0.63
1321,b11,0.38,b11,0.32,b11,0.32,b11,c= o-f>0.63
1322,trump,0.29,trump,0.44,trump,0.44,trump,c = f<o
1323,b15,0.26,b16,0.21,b16,0.21,b15,o-f<0.63
1324,b12,0.33,b12,0.36,b12,0.36,b12,c= o-f>0.63
1325,zj,0.4,zj,0.4,zj,0.4,zj,c= o-f>0.63
1326,lan,0.39,lan,0.34,lan,0.34,lan,c= o-f>0.63
1327,b11,0.3,b16,0.21,b16,0.21,b11,c = f>o
1328,b16,0.36,b16,0.22,b16,0.22,b16,c = f>o
1329,zj,0.34,zj,0.3,zj,0.3,zj,c= o-f>0.63
1330,zj,0.31,zj,0.22,zj,0.22,zj,c = f>o
1331,b16,0.59,b16,0.46,b16,0.46,b16,c= o-f>0.63
1332,b11,0.3,b11,0.2,b11,0.2,b11,c = f>o
1333,zj,0.45,zj,0.3,zj,0.3,zj,c= o-f>0.63
1334,zj,0.45,zj,0.41,zj,0.41,zj,c= o-f>0.63
1335,b13,0.31,b13,0.39,b13,0.39,b13,c= o-f>0.63
1336,b11,0.2,b17,0.27,b17,0.27,b17,o-f<0.63
1337,trump,0.41,trump,0.49,trump,0.49,trump,c= o-f>0.63
1338,trump,0.3,trump,0.45,trump,0.45,trump,c= o-f>0.63
1339,lan,0.33,lan,0.27,lan,0.27,lan,c = f>o
1340,b12,0.32,b17,0.23,b17,0.23,b12,c = f>o
1341,b17,0.24,b17,0.53,b17,0.53,b17,c = f<o
1342,b16,0.45,b16,0.44,b16,0.44,b16,c= o-f>0.63
1343,lan,0.17,b17,0.22,b17,0.22,b13,o-f<0.63
1344,b12,0.23,b12,0.26,b12,0.26,b12,o-f<0.63
1345,b17,0.36,b17,0.5,b17,0.5,b17,c= o-f>0.63
1346,andy,0.34,b17,0.18,b17,0.18,andy,c = f>o
1347,lan,0.22,lan,0.36,lan,0.36,lan,c = f<o
1348,b11,0.37,b11,0.39,b11,0.39,b11,c= o-f>0.63
1349,andy,0.25,lan,0.38,lan,0.38,lan,c = f<o
1350,andy,0.27,lan,0.17,lan,0.17,lan,o-f<0.63
1351,b13,0.27,b13,0.27,b13,0.27,b13,o-f<0.63
1352,trump,0.26,trump,0.38,trump,0.38,trump,c = f<o
1353,andy,0.39,andy,0.49,andy,0.49,andy,c= o-f>0.63
1354,b12,0.31,b12,0.35,b12,0.35,b12,c= o-f>0.63
1355,b13,0.34,b13,0.47,b13,0.47,b13,c= o-f>0.63
1356,lan,0.23,lan,0.52,lan,0.52,lan,c = f<o
1357,b11,0.27,b11,0.24,b11,0.24,b11,o-f<0.63
1358,b13,0.38,b13,0.42,b13,0.42,b13,c= o-f>0.63
1359,b17,0.25,b17,0.47,b17,0.47,b17,c = f<o
1360,b16,0.59,b16,0.56,b16,0.56,b16,c= o-f>0.63
1361,trump,0.3,trump,0.37,trump,0.37,trump,c= o-f>0.63
1362,b16,0.41,b16,0.3,b16,0.3,b16,c= o-f>0.63
1363,andy,0.17,b17,0.18,b17,0.18,b15,o-f<0.63
1364,lan,0.41,lan,0.57,lan,0.57,lan,c= o-f>0.63
1365,b16,0.27,b17,0.18,b17,0.18,lan,o-f<0.63
1366,lan,0.28,zj,0.26,zj,0.26,zj,o-f<0.63
1367,b12,0.3,b12,0.26,b12,0.26,b12,c = f>o
1368,b15,0.3,b15,0.17,b15,0.17,b15,c = f>o
1369,lan,0.39,lan,0.59,lan,0.59,lan,c= o-f>0.63
1370,b11,0.25,b11,0.31,b11,0.31,b11,c = f<o
1371,trump,0.31,trump,0.45,trump,0.45,trump,c= o-f>0.63
1372,trump,0.36,trump,0.3,trump,0.3,trump,c= o-f>0.63
1373,b15,0.21,b11,0.21,b11,0.21,b15,o-f<0.63
1374,b16,0.27,b17,0.19,b17,0.19,b16,o-f<0.63
1375,b15,0.28,b15,0.34,b15,0.34,b15,c = f<o
1376,b16,0.47,b16,0.43,b16,0.43,b16,c= o-f>0.63
1377,lan,0.32,lan,0.32,lan,0.32,lan,c= o-f>0.63
1378,b13,0.34,zj,0.24,zj,0.24,b13,c = f>o
1379,b11,0.18,b17,0.57,b17,0.57,b17,c = f<o
1380,b13,0.38,b15,0.17,b15,0.17,b13,c = f>o
1381,lan,0.32,lan,0.59,lan,0.59,lan,c= o-f>0.63
1382,zj,0.35,zj,0.47,zj,0.47,zj,c= o-f>0.63
1383,trump,0.32,trump,0.26,trump,0.26,trump,c = f>o
1384,lan,0.18,lan,0.29,lan,0.29,lan,o-f<0.63
1385,b12,0.27,b12,0.34,b12,0.34,b12,c = f<o
1386,b17,0.31,b17,0.56,b17,0.56,b17,c= o-f>0.63
1387,trump,0.25,trump,0.35,trump,0.35,trump,c = f<o
1388,b16,0.22,b17,0.38,b17,0.38,b17,c = f<o
1389,b11,0.34,b11,0.25,b11,0.25,b11,c = f>o
1390,b15,0.28,b15,0.32,b15,0.32,b15,c = f<o
1391,b17,0.27,b17,0.4,b17,0.4,b17,c = f<o
1392,b15,0.38,b15,0.36,b15,0.36,b15,c= o-f>0.63
1393,b12,0.3,b12,0.25,b12,0.25,b12,c = f>o
1394,lan,0.44,lan,0.31,lan,0.31,lan,c= o-f>0.63
1395,andy,0.22,zj,0.2,zj,0.2,andy,o-f<0.63
1396,zj,0.34,zj,0.39,zj,0.39,zj,c= o-f>0.63
1397,b12,0.23,b16,0.22,b16,0.22,b12,o-f<0.63
1398,b12,0.29,b12,0.3,b12,0.3,b12,c = f<o
1399,b12,0.23,b12,0.23,b12,0.23,b12,o-f<0.63
1400,b17,0.31,b17,0.5,b17,0.5,b17,c= o-f>0.63
1401,zj,0.27,zj,0.29,zj,0.29,zj,o-f<0.63
1402,trump,0.42,trump,0.46,trump,0.46,trump,c= o-f>0.63
1403,b16,0.18,b11,0.3,b11,0.3,b11,c = f<o
1404,b15,0.25,b16,0.19,b16,0.19,b15,o-f<0.63
1405,b17,0.23,b17,0.29,b17,0.29,b17,o-f<0.63
1406,andy,0.31,zj,0.26,zj,0.26,andy,c = f>o
1407,b12,0.23,b17,0.22,b17,0.22,b12,o-f<0.63
1408,b11,0.29,b11,0.2,b11,0.2,b11,o-f<0.63
1409,b17,0.28,b17,0.19,b17,0.19,b17,o-f<0.63
1410,lan,0.28,lan,0.33,lan,0.33,lan,c = f<o
1411,zj,0.39,zj,0.35,zj,0.35,zj,c= o-f>0.63
1412,b12,0.28,b12,0.33,b12,0.33,b12,c = f<o
1413,b15,0.14,b17,0.21,b17,0.21,b15,o-f<0.63
1414,trump,0.31,trump,0.32,trump,0.32,trump,c= o-f>0.63
1415,trump,0.3,lan,0.26,lan,0.26,trump,c = f>o
1416,andy,0.22,zj,0.35,zj,0.35,b13,c = f<o
1417,b17,0.2,b17,0.29,b17,0.29,b17,o-f<0.63
1418,b16,0.61,b16,0.53,b16,0.53,b16,c= o-f>0.63
1419,b15,0.24,b11,0.22,b11,0.22,b15,o-f<0.63
1420,b12,0.18,b12,0.19,b12,0.19,b12,o-f<0.63
1421,zj,0.38,zj,0.29,zj,0.29,zj,c = f>o
1422,b17,0.26,b17,0.27,b17,0.27,b17,o-f<0.63
1423,b15,0.2,b17,0.22,b17,0.22,b15,o-f<0.63
1424,andy,0.23,b13,0.16,b13,0.16,b13,o-f<0.63
1425,b12,0.25,zj,0.14,zj,0.14,b12,o-f<0.63
1426,b12,0.31,b12,0.39,b12,0.39,b12,c= o-f>0.63
1427,b12,0.3,b12,0.43,b12,0.43,b12,c= o-f>0.63
1428,trump,0.18,trump,0.23,trump,0.23,trump,o-f<0.63
1429,zj,0.33,zj,0.25,zj,0.25,zj,c = f>o
1430,b13,0.29,b13,0.39,b13,0.39,b13,c = f<o
1431,b12,0.26,b12,0.21,b12,0.21,b12,o-f<0.63
1432,b13,0.38,b13,0.47,b13,0.47,b13,c= o-f>0.63
1433,b12,0.31,b12,0.4,b12,0.4,b12,c= o-f>0.63
1434,b17,0.28,lan,0.21,lan,0.21,b17,o-f<0.63
1435,lan,0.36,lan,0.28,lan,0.28,lan,c = f>o
1436,andy,0.36,andy,0.35,andy,0.35,andy,c= o-f>0.63
1437,b13,0.38,b13,0.45,b13,0.45,b13,c= o-f>0.63
1438,trump,0.32,trump,0.43,trump,0.43,trump,c= o-f>0.63
1439,andy,0.25,b17,0.22,b17,0.22,b11,o-f<0.63
1440,b11,0.36,b11,0.3,b11,0.3,b11,c= o-f>0.63
1441,b16,0.36,b16,0.31,b16,0.31,b16,c= o-f>0.63
1442,b11,0.35,b11,0.28,b11,0.28,b11,c = f>o
1443,trump,0.19,trump,0.39,trump,0.39,trump,c = f<o
1444,b16,0.54,b16,0.4,b16,0.4,b16,c= o-f>0.63
1445,b15,0.29,b15,0.34,b15,0.34,b15,c = f<o
1446,b13,0.27,b12,0.23,b12,0.23,b13,o-f<0.63
1447,trump,0.29,trump,0.43,trump,0.43,trump,c = f<o
1448,b15,0.28,b16,0.21,b16,0.21,b15,o-f<0.63
1449,b16,0.29,lan,0.37,lan,0.37,lan,c = f<o
1450,trump,0.3,trump,0.42,trump,0.42,trump,c= o-f>0.63
1451,b16,0.48,b16,0.23,b16,0.23,b16,c = f>o
1452,b16,0.49,b16,0.47,b16,0.47,b16,c= o-f>0.63
1453,b11,0.36,b11,0.34,b11,0.34,b11,c= o-f>0.63
